# Response file for IL01-IL19 SP
# File received from station operator, May 2008
#
# Y. Starovoit. IMS/SM, 14 May 2008
#
# Original comments follow
# UNCLASSIFIED
#
# Response info for IL01-IL19 SP sites.
#
# Effective: 09 Jun 2006
# Created: 09 Jun 2006
# Inid:  
# Source:  James Neely (CTI)
# System equipment:  23900A Seismometer and AIM24S-1 Digitizer.
# 
# The response file was derived from the average of RB calibrations.
# Displacement response normalized to 1.0 at 1.0 Hz.  The nominal calib
# values for this configuration are as follows:
# 
# IL01 SHZ is 0.010430 nm/count at 1.0 Hz.
# IL02 SHZ is 0.010340 nm/count at 1.0 Hz.
# IL03 SHZ is 0.009390 nm/count at 1.0 Hz.
# IL04 SHZ is 0.006970 nm/count at 1.0 Hz.
# IL05 SHZ is 0.009140 nm/count at 1.0 Hz.
# IL06 SHZ is 0.006800 nm/count at 1.0 Hz.
# IL07 SHZ is 0.008640 nm/count at 1.0 Hz.
# IL08 SHZ is 0.008810 nm/count at 1.0 Hz.
# IL09 SHZ is 0.009800 nm/count at 1.0 Hz.
# IL10 SHZ is 0.009150 nm/count at 1.0 Hz.
# IL11 SHZ is 0.008980 nm/count at 1.0 Hz.
# IL12 SHZ is 0.010710 nm/count at 1.0 Hz.
# IL13 SHZ is 0.007510 nm/count at 1.0 Hz.
# IL14 SHZ is 0.007990 nm/count at 1.0 Hz.
# IL15 SHZ is 0.009100 nm/count at 1.0 Hz.
# IL16 SHZ is 0.008360 nm/count at 1.0 Hz.
# IL17 SHZ is 0.009680 nm/count at 1.0 Hz.
# IL18 SHZ is 0.009360 nm/count at 1.0 Hz.
# IL19 SHZ is 0.008100 nm/count at 1.0 Hz.
# 
# Freq(Hz)     Amp(counts/nm)    Phase(deg)  Error(amp)  Error(phase)
# 
 theoretical   0   instrument   fap
507
0.097700	0.001126146	263.000000	0.0	0.0
0.117200	0.001877274	262.000000	0.0	0.0
0.136700	0.002974189	261.000000	0.0	0.0
0.156300	0.004390955	260.340000	0.0	0.0
0.175800	0.006400000	258.840000	0.0	0.0
0.195300	0.008600000	257.340000	0.0	0.0
0.214800	0.011567361	255.500000	0.0	0.0
0.234400	0.014735253	254.000000	0.0	0.0
0.253900	0.019255850	252.300000	0.0	0.0
0.273400	0.024210207	250.300000	0.0	0.0
0.293000	0.029844728	249.000000	0.0	0.0
0.312500	0.035265498	246.880000	0.0	0.0
0.332000	0.041979579	245.000000	0.0	0.0
0.351600	0.052185382	243.500000	0.0	0.0
0.371100	0.063000000	242.300000	0.0	0.0
0.390600	0.075081379	240.800000	0.0	0.0
0.410200	0.085000000	239.060000	0.0	0.0
0.429700	0.100000000	237.480000	0.0	0.0
0.449200	0.113328658	235.360000	0.0	0.0
0.468800	0.129953387	233.400000	0.0	0.0
0.488300	0.147057346	231.400000	0.0	0.0
0.507800	0.164965336	229.900000	0.0	0.0
0.527300	0.185762382	228.020000	0.0	0.0
0.546900	0.208548910	226.000000	0.0	0.0
0.566400	0.233250855	223.760000	0.0	0.0
0.585900	0.257646056	221.680000	0.0	0.0
0.605500	0.283866503	218.980000	0.0	0.0
0.625000	0.311515756	216.540000	0.0	0.0
0.644500	0.342233817	214.040000	0.0	0.0
0.664100	0.374915573	211.700000	0.0	0.0
0.683600	0.409074166	209.340000	0.0	0.0
0.703100	0.444239425	206.680000	0.0	0.0
0.722700	0.478473682	204.300000	0.0	0.0
0.742200	0.516322380	201.500000	0.0	0.0
0.761700	0.553329667	198.960000	0.0	0.0
0.781300	0.591722147	196.140000	0.0	0.0
0.800800	0.625927546	193.480000	0.0	0.0
0.820300	0.664007082	190.820000	0.0	0.0
0.839800	0.700931972	188.200000	0.0	0.0
0.859400	0.741302303	185.560000	0.0	0.0
0.878900	0.777928109	182.880000	0.0	0.0
0.898400	0.813710169	180.480000	0.0	0.0
0.918000	0.847896185	178.220000	0.0	0.0
0.937500	0.883021497	175.980000	0.0	0.0
0.957000	0.920686845	173.440000	0.0	0.0
0.976600	0.957451359	171.020000	0.0	0.0
0.996100	0.991980055	168.860000	0.0	0.0
1.015600	1.024525311	166.860000	0.0	0.0
1.035200	1.053475072	164.840000	0.0	0.0
1.054700	1.081257035	162.740000	0.0	0.0
1.074200	1.107860678	160.840000	0.0	0.0
1.093800	1.138250682	158.780000	0.0	0.0
1.113300	1.167111126	156.960000	0.0	0.0
1.132800	1.192485866	155.120000	0.0	0.0
1.152300	1.213851507	153.620000	0.0	0.0
1.171900	1.238769643	152.020000	0.0	0.0
1.191400	1.260833083	150.480000	0.0	0.0
1.210900	1.288570781	149.000000	0.0	0.0
1.230500	1.312446527	147.540000	0.0	0.0
1.250000	1.335703343	146.320000	0.0	0.0
1.269500	1.355291471	145.060000	0.0	0.0
